fips2010,fmr2,year
26149,671,2016
26149,709,2017
26149,722,2018
26149,700,2019
26151,643,2015
26151,658,2016
26151,681,2017
26151,697,2018
26151,700,2019
26153,643,2015
26153,658,2016
26153,681,2017
26153,697,2018
26153,700,2019
26155,668,2015
26155,687,2016
26155,767,2017
26155,731,2018
26155,717,2019
26157,643,2015
26157,658,2016
26157,681,2017
26157,697,2018
26157,700,2019
26159,728,2015
26159,769,2016
26159,782,2017
26159,810,2018
26159,795,2019
26161,964,2015
26161,1019,2016
26161,1025,2017
26161,1103,2018
26161,1140,2019
26163,846,2015
26163,863,2016
26163,911,2017
26163,940,2018
26163,967,2019
26165,698,2015
26165,728,2016
26165,761,2017
26165,784,2018
26165,753,2019
27001,691,2015
27001,697,2016
27001,706,2017
27001,745,2018
27001,747,2019
27003,996,2015
27003,1027,2016
27003,1086,2017
27003,1089,2018
27003,1151,2019
27005,643,2015
27005,663,2016
27005,682,2017
27005,709,2018
27005,717,2019
27007,740,2015
27007,743,2016
27007,730,2017
27007,766,2018
27007,767,2019
27009,723,2015
27009,735,2016
27009,740,2017
27009,800,2018
27009,855,2019
27011,643,2015
27011,658,2016
27011,681,2017
27011,697,2018
27011,700,2019
27013,804,2015
27013,815,2016
27013,853,2017
27013,829,2018
27013,924,2019
27015,643,2015
27015,658,2016
27015,681,2017
27015,697,2018
27015,700,2019
27017,755,2015
27017,755,2016
27017,771,2017
27017,848,2018
27017,871,2019
27019,996,2015
27019,1027,2016
27019,1086,2017
27019,1089,2018
27019,1151,2019
27021,703,2015
27021,725,2016
27021,726,2017
27021,755,2018
27021,753,2019
27023,643,2015
27023,698,2016
27023,681,2017
27023,697,2018
27023,700,2019
27025,996,2015
27025,1027,2016
27025,1086,2017
27025,1089,2018
27025,1151,2019
27027,715,2015
27027,771,2016
27027,767,2017
27027,810,2018
27027,859,2019
27029,662,2015
27029,658,2016
27029,681,2017
27029,697,2018
27029,700,2019
27031,721,2015
27031,761,2016
27031,768,2017
27031,766,2018
27031,716,2019
27033,643,2015
27033,658,2016
27033,681,2017
27033,697,2018
27033,700,2019
27035,744,2015
27035,797,2016
27035,788,2017
27035,797,2018
27035,809,2019
27037,996,2015
27037,1027,2016
27037,1086,2017
27037,1089,2018
27037,1151,2019
27039,877,2015
27039,908,2016
27039,936,2017
27039,860,2018
27039,959,2019
27041,657,2015
27041,694,2016
27041,745,2017
27041,814,2018
27041,792,2019
27043,643,2015
27043,658,2016
27043,681,2017
27043,697,2018
27043,700,2019
27045,643,2015
27045,658,2016
27045,681,2017
27045,697,2018
27045,700,2019
27047,643,2015
27047,658,2016
27047,681,2017
27047,697,2018
27047,700,2019
27049,754,2015
27049,782,2016
27049,792,2017
27049,801,2018
27049,787,2019
27051,643,2015
27051,658,2016
27051,681,2017
27051,697,2018
27051,700,2019
27053,996,2015
27053,1027,2016
27053,1086,2017
27053,1089,2018
27053,1151,2019
27055,728,2015
27055,828,2016
27055,814,2017
27055,793,2018
27055,826,2019
27057,643,2015
27057,658,2016
27057,681,2017
27057,697,2018
27057,700,2019
27059,996,2015
27059,1027,2016
27059,1086,2017
27059,1089,2018
27059,1151,2019
27061,746,2015
27061,728,2016
27061,740,2017
27061,767,2018
27061,776,2019
27063,643,2015
27063,658,2016
27063,681,2017
27063,697,2018
27063,700,2019
27065,741,2015
27065,774,2016
27065,748,2017
27065,795,2018
27065,800,2019
27067,651,2015
27067,686,2016
27067,692,2017
27067,733,2018
27067,737,2019
27069,643,2015
27069,658,2016
27069,681,2017
27069,697,2018
27069,700,2019
27071,643,2015
27071,658,2016
27071,681,2017
27071,697,2018
27071,700,2019
27073,643,2015
27073,658,2016
27073,681,2017
27073,697,2018
27073,700,2019
27075,733,2015
27075,837,2016
27075,726,2017
27075,802,2018
27075,765,2019
27077,651,2015
27077,658,2016
27077,681,2017
27077,697,2018
27077,749,2019
27079,651,2015
27079,710,2016
27079,745,2017
27079,758,2018
27079,792,2019
27081,643,2015
27081,658,2016
27081,681,2017
27081,697,2018
27081,700,2019
27083,643,2015
27083,658,2016
27083,681,2017
27083,697,2018
27083,700,2019
27085,679,2015
27085,694,2016
27085,687,2017
27085,724,2018
27085,780,2019
27087,643,2015
27087,658,2016
27087,681,2017
27087,697,2018
27087,700,2019
27089,643,2015
27089,658,2016
27089,681,2017
27089,697,2018
27089,700,2019
27091,648,2015
27091,658,2016
27091,681,2017
27091,697,2018
27091,700,2019
27093,720,2015
27093,747,2016
27093,742,2017
27093,766,2018
27093,793,2019
27095,730,2015
27095,795,2016
27095,844,2017
27095,860,2018
27095,878,2019
27097,643,2015
27097,659,2016
27097,681,2017
27097,697,2018
27097,700,2019
27099,686,2015
27099,736,2016
27099,756,2017
27099,761,2018
27099,757,2019
27101,643,2015
27101,658,2016
27101,681,2017
27101,697,2018
27101,700,2019
27103,804,2015
27103,815,2016
27103,853,2017
27103,829,2018
27103,924,2019
27105,643,2015
27105,691,2016
27105,681,2017
27105,717,2018
27105,719,2019
27107,643,2015
27107,658,2016
27107,681,2017
27107,697,2018
27107,700,2019
27109,877,2015
27109,908,2016
27109,936,2017
27109,860,2018
27109,959,2019
27111,643,2015
27111,658,2016
27111,681,2017
27111,730,2018
27111,705,2019
27113,643,2015
27113,658,2016
27113,701,2017
27113,718,2018
27113,740,2019
27115,772,2015
27115,774,2016
27115,785,2017
27115,802,2018
27115,784,2019
27117,643,2015
27117,658,2016
27117,681,2017
27117,697,2018
27117,700,2019
27119,719,2015
27119,833,2016
27119,854,2017
27119,966,2018
27119,870,2019
27121,711,2015
27121,733,2016
27121,706,2017
27121,750,2018
27121,726,2019
27123,996,2015
27123,1027,2016
27123,1086,2017
27123,1089,2018
27123,1151,2019
27125,643,2015
27125,658,2016
27125,681,2017
27125,697,2018
27125,700,2019
27127,643,2015
27127,658,2016
27127,681,2017
27127,697,2018
27127,700,2019
27129,643,2015
27129,658,2016
27129,681,2017
27129,697,2018
27129,700,2019
27131,846,2015
27131,909,2016
27131,881,2017
27131,882,2018
27131,891,2019
27133,643,2015
27133,658,2016
27133,681,2017
27133,697,2018
27133,700,2019
27135,643,2015
27135,658,2016
27135,681,2017
27135,697,2018
27135,709,2019
27137,755,2015
27137,755,2016
27137,771,2017
27137,848,2018
27137,871,2019
27139,996,2015
27139,1027,2016
27139,1086,2017
27139,1089,2018
27139,1151,2019
27141,996,2015
27141,1027,2016
27141,1086,2017
27141,1089,2018
27141,1151,2019
27143,643,2015
27143,658,2016
27143,694,2017
27143,701,2018
27143,737,2019
27145,723,2015
27145,735,2016
27145,740,2017
27145,800,2018
27145,855,2019
27147,734,2015
27147,772,2016
27147,771,2017
27147,810,2018
27147,797,2019
27149,643,2015
27149,658,2016
27149,681,2017
27149,697,2018
27149,700,2019
27151,643,2015
27151,658,2016
27151,681,2017
27151,697,2018
27151,700,2019
27153,703,2015
27153,658,2016
27153,681,2017
27153,697,2018
27153,700,2019
27155,643,2015
27155,658,2016
27155,681,2017
27155,697,2018
27155,700,2019
27157,643,2015
27157,694,2016
27157,771,2017
27157,714,2018
27157,779,2019
27159,643,2015
27159,658,2016
27159,681,2017
27159,697,2018
27159,700,2019
27161,643,2015
27161,658,2016
27161,681,2017
27161,697,2018
27161,700,2019
27163,996,2015
27163,1027,2016
27163,1086,2017
27163,1089,2018
27163,1151,2019
27165,643,2015
27165,658,2016
27165,681,2017
27165,697,2018
27165,700,2019
27167,643,2015
27167,658,2016
27167,681,2017
27167,697,2018
27167,700,2019
27169,675,2015
27169,720,2016
27169,714,2017
27169,724,2018
27169,751,2019
27171,996,2015
27171,1027,2016
27171,1086,2017
27171,1089,2018
27171,1151,2019
27173,643,2015
27173,658,2016
27173,681,2017
27173,697,2018
27173,700,2019
28001,661,2015
28001,713,2016
28001,775,2017
28001,747,2018
28001,710,2019
28003,620,2015
28003,641,2016
28003,681,2017
28003,661,2018
28003,651,2019
28005,620,2015
28005,638,2016
28005,732,2017
28005,663,2018
28005,651,2019
28007,620,2015
28007,638,2016
28007,681,2017
28007,661,2018
28007,651,2019
28009,620,2015
28009,638,2016
28009,681,2017
28009,661,2018
28009,651,2019
28011,620,2015
28011,638,2016
28011,681,2017
28011,661,2018
28011,669,2019
28013,620,2015
28013,638,2016
28013,681,2017
28013,661,2018
28013,651,2019
28015,620,2015
28015,652,2016
28015,681,2017
28015,661,2018
28015,651,2019
28017,620,2015
28017,638,2016
28017,681,2017
28017,661,2018
28017,651,2019
28019,620,2015
28019,638,2016
28019,681,2017
28019,661,2018
28019,651,2019
28021,620,2015
28021,638,2016
28021,713,2017
28021,676,2018
28021,658,2019
28023,634,2015
28023,664,2016
28023,715,2017
28023,691,2018
28023,666,2019
28025,673,2015
28025,640,2016
28025,681,2017
28025,661,2018
28025,651,2019
28027,632,2015
28027,655,2016
28027,693,2017
28027,683,2018
28027,651,2019
28029,780,2015
28029,831,2016
28029,856,2017
28029,880,2018
28029,867,2019
28031,620,2015
28031,638,2016
28031,681,2017
28031,661,2018
28031,674,2019
28033,832,2015
28033,827,2016
28033,835,2017
28033,833,2018
28033,875,2019
28035,739,2015
28035,731,2016
28035,877,2017
28035,790,2018
28035,768,2019
28037,620,2015
28037,638,2016
28037,681,2017
28037,661,2018
28037,651,2019
28039,744,2015
28039,638,2016
28039,775,2017
28039,781,2018
28039,756,2019
28041,620,2015
28041,638,2016
28041,681,2017
28041,661,2018
28041,651,2019
28043,620,2015
28043,638,2016
28043,681,2017
28043,661,2018
28043,651,2019
28045,808,2015
28045,801,2016
28045,777,2017
28045,771,2018
28045,785,2019
28047,808,2015
28047,801,2016
28047,777,2017
28047,771,2018
28047,785,2019
28049,780,2015
28049,831,2016
28049,856,2017
28049,880,2018
28049,867,2019
28051,620,2015
28051,638,2016
28051,681,2017
28051,661,2018
28051,651,2019
28053,620,2015
28053,638,2016
28053,686,2017
28053,664,2018
28053,651,2019
28055,620,2015
28055,638,2016
28055,681,2017
28055,661,2018
28055,651,2019
28057,620,2015
28057,638,2016
28057,681,2017
28057,661,2018
28057,651,2019
28059,744,2015
28059,768,2016
28059,789,2017
28059,739,2018
28059,755,2019
28061,620,2015
28061,638,2016
28061,767,2017
28061,744,2018
28061,729,2019
28063,620,2015
28063,638,2016
28063,681,2017
28063,661,2018
28063,651,2019
28065,620,2015
28065,638,2016
28065,742,2017
28065,669,2018
28065,652,2019
28067,746,2015
28067,722,2016
28067,807,2017
28067,760,2018
28067,724,2019
28069,632,2015
28069,651,2016
28069,681,2017
28069,661,2018
28069,651,2019
28071,838,2015
28071,866,2016
28071,925,2017
28071,883,2018
28071,902,2019
28073,739,2015
28073,731,2016
28073,877,2017
28073,790,2018
28073,768,2019
28075,718,2015
28075,742,2016
28075,770,2017
28075,765,2018
28075,764,2019
28077,641,2015
28077,655,2016
28077,720,2017
28077,722,2018
28077,724,2019
28079,620,2015
28079,638,2016
28079,706,2017
28079,661,2018
28079,651,2019
28081,646,2015
28081,709,2016
28081,794,2017
28081,734,2018
28081,724,2019
28083,624,2015
28083,651,2016
28083,681,2017
28083,661,2018
28083,651,2019
28085,620,2015
28085,638,2016
28085,684,2017
28085,661,2018
28085,651,2019
28087,633,2015
28087,688,2016
28087,681,2017
28087,684,2018
28087,679,2019
28089,780,2015
28089,831,2016
28089,856,2017
28089,880,2018
28089,867,2019
28091,620,2015
28091,638,2016
28091,681,2017
28091,661,2018
28091,651,2019
28093,648,2015
28093,638,2016
28093,681,2017
28093,661,2018
28093,662,2019
28095,620,2015
28095,638,2016
28095,681,2017
28095,661,2018
28095,651,2019
28097,620,2015
28097,638,2016
28097,681,2017
28097,661,2018
28097,651,2019
28099,628,2015
28099,638,2016
28099,684,2017
28099,661,2018
28099,651,2019
28101,654,2015
28101,666,2016
28101,683,2017
28101,686,2018
28101,659,2019
28103,620,2015
28103,638,2016
28103,681,2017
28103,661,2018
28103,651,2019
28105,732,2015
28105,786,2016
28105,853,2017
28105,817,2018
28105,800,2019
28107,621,2015
28107,638,2016
28107,681,2017
28107,661,2018
28107,651,2019
28109,650,2015
28109,673,2016
28109,829,2017
28109,768,2018
28109,768,2019
28111,739,2015
28111,731,2016
28111,877,2017
28111,790,2018
28111,768,2019
28113,656,2015
28113,707,2016
28113,753,2017
28113,693,2018
28113,676,2019
28115,620,2015
28115,638,2016
28115,707,2017
28115,676,2018
28115,662,2019
28117,620,2015
28117,638,2016
28117,681,2017
28117,661,2018
28117,651,2019
28119,620,2015
28119,638,2016
28119,681,2017
28119,661,2018
28119,651,2019
28121,780,2015
28121,831,2016
28121,856,2017
28121,880,2018
28121,867,2019
28123,620,2015
28123,638,2016
28123,681,2017
28123,661,2018
28123,651,2019
28125,620,2015
28125,638,2016
28125,681,2017
28125,661,2018
28125,651,2019
28127,620,2015
28127,638,2016
28127,681,2017
28127,666,2018
28127,689,2019
28129,620,2015
28129,638,2016
28129,681,2017
28129,661,2018
28129,651,2019
28131,808,2015
28131,727,2016
28131,726,2017
28131,703,2018
28131,661,2019
28133,620,2015
28133,638,2016
28133,681,2017
28133,661,2018
28133,651,2019
28135,620,2015
28135,638,2016
28135,681,2017
28135,661,2018
28135,651,2019
28137,713,2015
28137,683,2016
28137,688,2017
28137,702,2018
28137,706,2019
28139,620,2015
28139,640,2016
28139,696,2017
28139,672,2018
28139,651,2019
28141,620,2015
28141,638,2016
28141,681,2017
28141,661,2018
28141,651,2019
28143,746,2015
28143,673,2016
28143,715,2017
28143,726,2018
28143,774,2019
28145,620,2015
28145,638,2016
28145,681,2017
28145,661,2018
28145,651,2019
28147,666,2015
28147,638,2016
28147,681,2017
28147,661,2018
28147,651,2019
28149,688,2015
28149,700,2016
28149,747,2017
28149,717,2018
28149,697,2019
28151,620,2015
28151,638,2016
28151,681,2017
28151,661,2018
28151,651,2019
28153,620,2015
28153,638,2016
28153,681,2017
28153,661,2018
28153,651,2019
28155,620,2015
28155,638,2016
28155,681,2017
28155,661,2018
28155,651,2019
28157,620,2015
28157,791,2016
28157,681,2017
28157,688,2018
28157,651,2019
28159,620,2015
28159,638,2016
28159,681,2017
28159,661,2018
28159,651,2019
28161,620,2015
28161,638,2016
28161,681,2017
28161,661,2018
28161,651,2019
28163,651,2015
28163,648,2016
28163,694,2017
28163,704,2018
28163,692,2019
29001,604,2015
29001,630,2016
29001,637,2017
29001,641,2018
29001,653,2019
29003,677,2015
29003,699,2016
29003,712,2017
29003,739,2018
29003,761,2019
29005,604,2015
29005,630,2016
29005,637,2017
29005,641,2018
29005,646,2019
29007,716,2015
29007,704,2016
29007,693,2017
29007,680,2018
29007,684,2019
29009,604,2015
29009,630,2016
29009,637,2017
29009,641,2018
29009,646,2019
29011,604,2015
29011,630,2016
29011,637,2017
29011,641,2018
29011,646,2019
29013,624,2015
29013,630,2016
29013,637,2017
29013,641,2018
29013,689,2019
29015,623,2015
29015,647,2016
29015,662,2017
29015,653,2018
29015,655,2019
29017,636,2015
29017,658,2016
29017,735,2017
29017,703,2018
29017,748,2019
29019,710,2015
29019,825,2016
29019,772,2017
29019,759,2018
29019,803,2019
29021,677,2015
29021,699,2016
29021,712,2017
29021,739,2018
29021,761,2019
29023,604,2015
29023,639,2016
29023,672,2017
29023,675,2018
29023,676,2019
29025,891,2015
29025,893,2016
29025,946,2017
29025,869,2018
29025,953,2019
29027,616,2015
29027,630,2016
29027,645,2017
29027,668,2018
29027,689,2019
29029,664,2015
29029,673,2016
29029,679,2017
29029,677,2018
29029,700,2019
29031,636,2015
29031,658,2016
29031,735,2017
29031,703,2018
29031,748,2019
29033,604,2015
29033,630,2016
29033,637,2017
29033,641,2018
29033,646,2019
29035,604,2015
29035,637,2016
29035,639,2017
29035,643,2018
29035,653,2019
29037,891,2015
29037,893,2016
29037,946,2017
29037,869,2018
29037,953,2019
29039,647,2015
29039,646,2016
29039,648,2017
29039,645,2018
29039,646,2019
29041,604,2015
29041,630,2016
29041,637,2017
29041,641,2018
29041,646,2019
29043,654,2015
29043,686,2016
29043,707,2017
29043,760,2018
29043,723,2019
29045,604,2015
29045,630,2016
29045,637,2017
29045,641,2018
29045,646,2019
29047,891,2015
29047,893,2016
29047,946,2017
29047,869,2018
29047,953,2019
29049,891,2015
29049,893,2016
29049,946,2017
29049,869,2018
29049,953,2019
29051,604,2015
29051,630,2016
29051,647,2017
29051,644,2018
29051,646,2019
29053,618,2015
29053,630,2016
29053,653,2017
29053,641,2018
29053,654,2019
29055,618,2015
29055,667,2016
29055,681,2017
29055,655,2018
29055,646,2019
29056,816,2015
29056,840,2016
29056,896,2017
29056,896,2018
29056,924,2019
29057,604,2015
29057,630,2016
29057,637,2017
29057,641,2018
29057,651,2019
29059,604,2015
29059,630,2016
29059,637,2017
29059,657,2018
29059,646,2019
29061,604,2015
29061,630,2016
29061,637,2017
29061,641,2018
29061,646,2019
29063,677,2015
29063,699,2016
29063,712,2017
29063,739,2018
29063,761,2019
29065,614,2015
29065,651,2016
29065,637,2017
29065,641,2018
29065,646,2019
29067,604,2015
29067,630,2016
29067,637,2017
29067,641,2018
29067,646,2019
29069,604,2015
29069,630,2016
29069,637,2017
29069,641,2018
29069,646,2019
29071,816,2015
29071,840,2016
29071,896,2017
29071,896,2018
29071,924,2019
29073,604,2015
29073,630,2016
29073,637,2017
29073,641,2018
29073,646,2019
29075,620,2015
29075,630,2016
29075,637,2017
29075,641,2018
29075,646,2019
29077,654,2015
29077,686,2016
29077,707,2017
29077,760,2018
29077,723,2019
29079,604,2015
29079,630,2016
29079,637,2017
29079,641,2018
29079,648,2019
29081,628,2015
29081,651,2016
29081,670,2017
29081,667,2018
29081,658,2019
29083,645,2015
29083,685,2016
29083,701,2017
29083,700,2018
29083,715,2019
29085,604,2015
29085,630,2016
29085,637,2017
29085,641,2018
29085,646,2019
29087,604,2015
29087,630,2016
29087,637,2017
29087,641,2018
29087,646,2019
29089,710,2015
29089,630,2016
29089,697,2017
29089,686,2018
29089,721,2019
29091,604,2015
29091,630,2016
29091,637,2017
29091,641,2018
29091,646,2019
29093,604,2015
29093,630,2016
29093,637,2017
29093,641,2018
29093,646,2019
29095,891,2015
29095,893,2016
29095,946,2017
29095,869,2018
29095,953,2019
29097,625,2015
29097,667,2016
29097,703,2017
29097,773,2018
29097,721,2019
29099,816,2015
29099,840,2016
29099,896,2017
29099,896,2018
29099,924,2019
29101,695,2015
29101,722,2016
29101,728,2017
29101,714,2018
29101,720,2019
29103,604,2015
29103,630,2016
29103,637,2017
29103,641,2018
29103,646,2019
29105,604,2015
29105,630,2016
29105,637,2017
29105,641,2018
29105,646,2019
29107,891,2015
29107,893,2016
29107,946,2017
29107,869,2018
29107,953,2019
29109,604,2015
29109,630,2016
29109,637,2017
29109,641,2018
29109,646,2019
29111,604,2015
29111,630,2016
29111,637,2017
29111,641,2018
29111,646,2019
29113,816,2015
29113,840,2016
29113,896,2017
29113,896,2018
29113,924,2019
29115,604,2015
29115,630,2016
29115,637,2017
29115,641,2018
29115,646,2019
29117,604,2015
29117,630,2016
29117,642,2017
29117,645,2018
29117,665,2019
29119,604,2015
29119,630,2016
29119,637,2017
29119,641,2018
29119,646,2019
29121,604,2015
29121,630,2016
29121,637,2017
29121,641,2018
29121,646,2019
29123,654,2015
29123,693,2016
29123,679,2017
29123,680,2018
29123,672,2019
29125,604,2015
29125,630,2016
29125,637,2017
29125,641,2018
29125,646,2019
29127,604,2015
29127,634,2016
29127,661,2017
29127,652,2018
29127,646,2019
29129,604,2015
29129,636,2016
29129,637,2017
29129,641,2018
29129,646,2019
29131,638,2015
29131,656,2016
29131,662,2017
29131,671,2018
29131,694,2019
29133,615,2015
29133,673,2016
29133,653,2017
29133,672,2018
29133,674,2019
29135,604,2015
29135,630,2016
29135,637,2017
29135,641,2018
29135,646,2019
29137,604,2015
29137,630,2016
29137,637,2017
29137,641,2018
29137,646,2019
29139,623,2015
29139,643,2016
29139,663,2017
29139,646,2018
29139,650,2019
29141,608,2015
29141,655,2016
29141,711,2017
29141,674,2018
29141,674,2019
29143,604,2015
29143,630,2016
29143,637,2017
29143,641,2018
29143,646,2019
29145,625,2015
29145,667,2016
29145,703,2017
29145,773,2018
29145,721,2019
29147,608,2015
29147,651,2016
29147,676,2017
29147,681,2018
29147,695,2019
29149,604,2015
29149,630,2016
29149,637,2017
29149,641,2018
29149,646,2019
29151,604,2015
29151,630,2016
29151,647,2017
29151,644,2018
29151,646,2019
29153,604,2015
29153,630,2016
29153,637,2017
29153,641,2018
29153,646,2019
29155,604,2015
29155,630,2016
29155,637,2017
29155,641,2018
29155,646,2019
29157,657,2015
29157,668,2016
29157,677,2017
29157,670,2018
29157,668,2019
29159,675,2015
29159,710,2016
29159,727,2017
29159,721,2018
29159,729,2019
29161,654,2015
29161,698,2016
29161,711,2017
29161,703,2018
29161,730,2019
29163,604,2015
29163,630,2016
29163,637,2017
29163,641,2018
29163,646,2019
29165,891,2015
29165,893,2016
29165,946,2017
29165,869,2018
29165,953,2019
29167,604,2015
29167,630,2016
29167,637,2017
29167,650,2018
29167,646,2019
29169,781,2015
29169,826,2016
29169,835,2017
29169,812,2018
29169,797,2019
29171,604,2015
29171,630,2016
29171,637,2017
29171,641,2018
29171,646,2019
29173,639,2015
29173,670,2016
29173,712,2017
29173,697,2018
29173,731,2019
29175,635,2015
29175,645,2016
29175,637,2017
29175,643,2018
29175,646,2019
29177,891,2015
29177,893,2016
29177,946,2017
29177,869,2018
29177,953,2019
29179,604,2015
29179,630,2016
29179,637,2017
29179,641,2018
29179,646,2019
29181,604,2015
29181,630,2016
29181,637,2017
29181,641,2018
29181,646,2019
29183,816,2015
29183,840,2016
29183,896,2017
29183,896,2018
29183,924,2019
29185,604,2015
29185,630,2016
29185,637,2017
29185,641,2018
29185,646,2019
29186,629,2015
29186,648,2016
29186,675,2017
29186,663,2018
29186,675,2019
29187,659,2015
29187,630,2016
29187,637,2017
29187,641,2018
29187,646,2019
29189,816,2015
29189,840,2016
29189,896,2017
29189,896,2018
29189,924,2019
29195,604,2015
29195,630,2016
29195,637,2017
29195,662,2018
29195,671,2019
29197,604,2015
29197,630,2016
29197,637,2017
29197,641,2018
29197,646,2019
29199,604,2015
29199,630,2016
29199,637,2017
29199,641,2018
29199,646,2019
29201,604,2015
29201,635,2016
29201,637,2017
29201,641,2018
29201,654,2019
29203,604,2015
29203,630,2016
29203,637,2017
29203,641,2018
29203,646,2019
29205,604,2015
29205,630,2016
29205,637,2017
29205,641,2018
29205,646,2019
29207,604,2015
29207,630,2016
29207,637,2017
29207,641,2018
29207,646,2019
29209,696,2015
29209,759,2016
29209,762,2017
29209,687,2018
29209,711,2019
29211,671,2015
29211,707,2016
29211,710,2017
29211,705,2018
29211,706,2019
29213,654,2015
29213,677,2016
29213,711,2017
29213,713,2018
29213,723,2019
29215,604,2015
29215,630,2016
29215,637,2017
29215,641,2018
29215,646,2019
29217,656,2015
29217,702,2016
29217,701,2017
29217,695,2018
29217,691,2019
29219,816,2015
29219,840,2016
29219,896,2017
29219,896,2018
29219,924,2019
29221,604,2015
29221,630,2016
29221,637,2017
29221,641,2018
29221,646,2019
29223,604,2015
29223,630,2016
29223,637,2017
29223,641,2018
29223,646,2019
29225,654,2015
29225,686,2016
29225,707,2017
29225,760,2018
29225,723,2019
29227,604,2015
29227,630,2016
29227,637,2017
29227,641,2018
29227,646,2019
29229,604,2015
29229,630,2016
29229,637,2017
29229,641,2018
29229,646,2019
29510,816,2015
29510,840,2016
29510,896,2017
29510,896,2018
29510,924,2019
30001,643,2015
30001,658,2016
30001,681,2017
30001,697,2018
30001,700,2019
30003,643,2015
30003,658,2016
30003,694,2017
30003,750,2018
30003,760,2019
30005,730,2015
30005,658,2016
30005,681,2017
30005,697,2018
30005,700,2019
30007,801,2015
30007,798,2016
30007,750,2017
30007,804,2018
30007,784,2019
30009,728,2015
30009,775,2016
30009,859,2017
30009,936,2018
30009,900,2019
30011,643,2015
30011,658,2016
30011,681,2017
30011,697,2018
30011,700,2019
30013,648,2015
30013,738,2016
30013,720,2017
30013,755,2018
30013,777,2019
30015,643,2015
30015,658,2016
30015,681,2017
30015,697,2018
30015,700,2019
30017,643,2015
30017,658,2016
30017,681,2017
30017,697,2018
30017,700,2019
30019,643,2015
30019,658,2016
30019,681,2017
30019,701,2018
30019,700,2019
30021,643,2015
30021,658,2016
30021,681,2017
30021,697,2018
30021,701,2019
30023,643,2015
30023,658,2016
30023,681,2017
30023,697,2018
30023,700,2019
30025,643,2015
30025,658,2016
30025,681,2017
30025,697,2018
30025,700,2019
30027,690,2015
30027,658,2016
30027,744,2017
30027,771,2018
30027,776,2019
30029,827,2015
30029,755,2016
30029,747,2017
30029,835,2018
30029,828,2019
30031,771,2015
30031,788,2016
30031,848,2017
30031,928,2018
30031,898,2019
30033,643,2015
30033,658,2016
30033,681,2017
30033,697,2018
30033,700,2019
30035,643,2015
30035,658,2016
30035,681,2017
30035,697,2018
30035,700,2019
30037,643,2015
30037,658,2016
30037,681,2017
30037,935,2018
30037,842,2019
30039,746,2015
30039,735,2016
30039,691,2017
30039,756,2018
30039,700,2019
30041,643,2015
30041,658,2016
30041,681,2017
30041,697,2018
30041,700,2019
30043,819,2015
30043,825,2016
30043,843,2017
30043,903,2018
30043,838,2019
30045,643,2015
30045,658,2016
30045,681,2017
30045,697,2018
30045,700,2019
30047,675,2015
30047,658,2016
30047,695,2017
30047,752,2018
30047,744,2019
30049,785,2015
30049,860,2016
30049,763,2017
30049,889,2018
30049,892,2019
30051,643,2015
30051,658,2016
30051,681,2017
30051,697,2018
30051,700,2019
30053,643,2015
30053,658,2016
30053,681,2017
30053,697,2018
30053,700,2019
30055,643,2015
30055,658,2016
30055,681,2017
30055,697,2018
30055,700,2019
30057,780,2015
30057,736,2016
30057,750,2017
30057,815,2018
30057,779,2019
30059,643,2015
30059,658,2016
30059,701,2017
30059,717,2018
30059,704,2019
30061,643,2015
30061,658,2016
30061,681,2017
30061,697,2018
30061,700,2019
30063,755,2015
30063,885,2016
30063,855,2017
30063,925,2018
30063,927,2019
30065,643,2015
30065,678,2016
30065,681,2017
30065,824,2018
30065,839,2019
30067,788,2015
30067,810,2016
30067,853,2017
30067,901,2018
30067,863,2019
30069,722,2015
30069,719,2016
30069,734,2017
30069,804,2018
30069,791,2019
30071,643,2015
30071,658,2016
30071,681,2017
30071,697,2018
30071,700,2019
30073,643,2015
30073,658,2016
30073,681,2017
30073,697,2018
30073,700,2019
30075,885,2015
30075,672,2016
30075,681,2017
30075,703,2018
30075,700,2019
30077,643,2015
30077,658,2016
30077,681,2017
30077,697,2018
30077,700,2019
30079,643,2015
30079,658,2016
30079,681,2017
30079,697,2018
30079,700,2019
30081,758,2015
30081,733,2016
30081,721,2017
30081,781,2018
30081,769,2019
30083,643,2015
30083,658,2016
30083,766,2017
30083,827,2018
30083,865,2019
30085,643,2015
30085,658,2016
30085,681,2017
30085,697,2018
30085,700,2019
30087,643,2015
30087,658,2016
30087,681,2017
30087,697,2018
30087,700,2019
30089,643,2015
30089,658,2016
30089,681,2017
30089,697,2018
30089,700,2019
30091,643,2015
30091,658,2016
30091,681,2017
30091,697,2018
30091,700,2019
30093,696,2015
30093,699,2016
30093,715,2017
30093,783,2018
30093,750,2019
30095,643,2015
30095,700,2016
30095,681,2017
30095,732,2018
30095,700,2019
30097,706,2015
30097,683,2016
30097,725,2017
30097,782,2018
30097,773,2019
30099,652,2015
30099,690,2016
30099,684,2017
30099,761,2018
30099,721,2019
30101,643,2015
30101,658,2016
30101,681,2017
30101,697,2018
30101,700,2019
30103,737,2015
30103,754,2016
30103,734,2017
30103,803,2018
30103,738,2019
30105,643,2015
30105,658,2016
30105,681,2017
30105,697,2018
30105,700,2019
30107,737,2015
30107,658,2016
30107,681,2017
30107,697,2018
30107,700,2019
30109,643,2015
30109,658,2016
30109,747,2017
