fips2010,fmr2,year
20157,634,2015
20157,658,2016
20157,681,2017
20157,697,2018
20157,672,2019
20159,634,2015
20159,658,2016
20159,681,2017
20159,697,2018
20159,672,2019
20161,776,2015
20161,912,2016
20161,837,2017
20161,1014,2018
20161,944,2019
20163,634,2015
20163,658,2016
20163,681,2017
20163,697,2018
20163,672,2019
20165,634,2015
20165,658,2016
20165,681,2017
20165,697,2018
20165,672,2019
20167,691,2015
20167,714,2016
20167,684,2017
20167,708,2018
20167,672,2019
20169,694,2015
20169,734,2016
20169,758,2017
20169,778,2018
20169,766,2019
20171,634,2015
20171,852,2016
20171,686,2017
20171,790,2018
20171,711,2019
20173,723,2015
20173,742,2016
20173,764,2017
20173,807,2018
20173,787,2019
20175,707,2015
20175,739,2016
20175,735,2017
20175,760,2018
20175,726,2019
20177,701,2015
20177,727,2016
20177,760,2017
20177,786,2018
20177,785,2019
20179,634,2015
20179,658,2016
20179,681,2017
20179,697,2018
20179,672,2019
20181,634,2015
20181,663,2016
20181,759,2017
20181,744,2018
20181,733,2019
20183,634,2015
20183,658,2016
20183,681,2017
20183,697,2018
20183,672,2019
20185,634,2015
20185,658,2016
20185,681,2017
20185,697,2018
20185,672,2019
20187,634,2015
20187,658,2016
20187,681,2017
20187,697,2018
20187,672,2019
20189,720,2015
20189,721,2016
20189,777,2017
20189,754,2018
20189,717,2019
20191,639,2015
20191,658,2016
20191,681,2017
20191,712,2018
20191,697,2019
20193,634,2015
20193,658,2016
20193,681,2017
20193,697,2018
20193,672,2019
20195,636,2015
20195,694,2016
20195,681,2017
20195,697,2018
20195,672,2019
20197,701,2015
20197,727,2016
20197,760,2017
20197,786,2018
20197,785,2019
20199,634,2015
20199,658,2016
20199,681,2017
20199,697,2018
20199,672,2019
20201,634,2015
20201,658,2016
20201,681,2017
20201,697,2018
20201,672,2019
20203,665,2015
20203,658,2016
20203,681,2017
20203,697,2018
20203,672,2019
20205,634,2015
20205,658,2016
20205,681,2017
20205,697,2018
20205,672,2019
20207,634,2015
20207,658,2016
20207,684,2017
20207,697,2018
20207,672,2019
20209,891,2015
20209,893,2016
20209,946,2017
20209,869,2018
20209,953,2019
21001,558,2015
21001,622,2016
21001,620,2017
21001,620,2018
21001,618,2019
21003,558,2015
21003,622,2016
21003,620,2017
21003,666,2018
21003,642,2019
21005,666,2015
21005,751,2016
21005,745,2017
21005,741,2018
21005,728,2019
21007,558,2015
21007,622,2016
21007,636,2017
21007,638,2018
21007,661,2019
21009,566,2015
21009,639,2016
21009,645,2017
21009,646,2018
21009,639,2019
21011,558,2015
21011,622,2016
21011,637,2017
21011,628,2018
21011,643,2019
21013,558,2015
21013,622,2016
21013,620,2017
21013,620,2018
21013,618,2019
21015,769,2015
21015,787,2016
21015,806,2017
21015,845,2018
21015,884,2019
21017,776,2015
21017,796,2016
21017,775,2017
21017,820,2018
21017,883,2019
21019,638,2015
21019,658,2016
21019,697,2017
21019,696,2018
21019,734,2019
21021,613,2015
21021,696,2016
21021,676,2017
21021,691,2018
21021,694,2019
21023,769,2015
21023,787,2016
21023,806,2017
21023,845,2018
21023,884,2019
21025,558,2015
21025,622,2016
21025,620,2017
21025,620,2018
21025,618,2019
21027,558,2015
21027,622,2016
21027,620,2017
21027,620,2018
21027,618,2019
21029,737,2015
21029,817,2016
21029,793,2017
21029,821,2018
21029,853,2019
21031,558,2015
21031,622,2016
21031,620,2017
21031,620,2018
21031,618,2019
21033,558,2015
21033,622,2016
21033,620,2017
21033,620,2018
21033,618,2019
21035,625,2015
21035,683,2016
21035,664,2017
21035,702,2018
21035,678,2019
21037,769,2015
21037,787,2016
21037,806,2017
21037,845,2018
21037,884,2019
21039,561,2015
21039,650,2016
21039,668,2017
21039,655,2018
21039,653,2019
21041,611,2015
21041,678,2016
21041,705,2017
21041,689,2018
21041,675,2019
21043,558,2015
21043,622,2016
21043,620,2017
21043,622,2018
21043,618,2019
21045,558,2015
21045,622,2016
21045,620,2017
21045,620,2018
21045,618,2019
21047,781,2015
21047,797,2016
21047,768,2017
21047,838,2018
21047,867,2019
21049,776,2015
21049,796,2016
21049,775,2017
21049,820,2018
21049,883,2019
21051,558,2015
21051,622,2016
21051,620,2017
21051,620,2018
21051,618,2019
21053,558,2015
21053,622,2016
21053,620,2017
21053,620,2018
21053,618,2019
21055,558,2015
21055,622,2016
21055,620,2017
21055,620,2018
21055,618,2019
21057,558,2015
21057,622,2016
21057,620,2017
21057,620,2018
21057,618,2019
21059,672,2015
21059,663,2016
21059,683,2017
21059,713,2018
21059,746,2019
21061,659,2015
21061,725,2016
21061,704,2017
21061,777,2018
21061,781,2019
21063,558,2015
21063,622,2016
21063,620,2017
21063,620,2018
21063,631,2019
21065,558,2015
21065,622,2016
21065,620,2017
21065,620,2018
21065,618,2019
21067,776,2015
21067,796,2016
21067,775,2017
21067,820,2018
21067,883,2019
21069,558,2015
21069,622,2016
21069,620,2017
21069,620,2018
21069,618,2019
21071,567,2015
21071,622,2016
21071,620,2017
21071,620,2018
21071,618,2019
21073,672,2015
21073,762,2016
21073,768,2017
21073,736,2018
21073,757,2019
21075,558,2015
21075,622,2016
21075,620,2017
21075,620,2018
21075,618,2019
21077,769,2015
21077,787,2016
21077,806,2017
21077,845,2018
21077,884,2019
21079,582,2015
21079,653,2016
21079,661,2017
21079,657,2018
21079,662,2019
21081,707,2015
21081,730,2016
21081,740,2017
21081,781,2018
21081,799,2019
21083,558,2015
21083,622,2016
21083,620,2017
21083,620,2018
21083,618,2019
21085,558,2015
21085,622,2016
21085,620,2017
21085,620,2018
21085,618,2019
21087,558,2015
21087,622,2016
21087,620,2017
21087,620,2018
21087,618,2019
21089,638,2015
21089,658,2016
21089,697,2017
21089,696,2018
21089,734,2019
21091,672,2015
21091,663,2016
21091,683,2017
21091,713,2018
21091,746,2019
21093,744,2015
21093,648,2016
21093,752,2017
21093,749,2018
21093,766,2019
21095,558,2015
21095,622,2016
21095,620,2017
21095,620,2018
21095,618,2019
21097,558,2015
21097,622,2016
21097,620,2017
21097,620,2018
21097,618,2019
21099,558,2015
21099,622,2016
21099,620,2017
21099,620,2018
21099,618,2019
21101,721,2015
21101,752,2016
21101,787,2017
21101,769,2018
21101,788,2019
21103,737,2015
21103,817,2016
21103,793,2017
21103,821,2018
21103,853,2019
21105,558,2015
21105,622,2016
21105,620,2017
21105,620,2018
21105,618,2019
21107,559,2015
21107,643,2016
21107,649,2017
21107,629,2018
21107,628,2019
21109,711,2015
21109,772,2016
21109,620,2017
21109,620,2018
21109,618,2019
21111,737,2015
21111,817,2016
21111,793,2017
21111,821,2018
21111,853,2019
21113,776,2015
21113,796,2016
21113,775,2017
21113,820,2018
21113,883,2019
21115,558,2015
21115,622,2016
21115,620,2017
21115,620,2018
21115,618,2019
21117,769,2015
21117,787,2016
21117,806,2017
21117,845,2018
21117,884,2019
21119,558,2015
21119,622,2016
21119,620,2017
21119,620,2018
21119,618,2019
21121,558,2015
21121,622,2016
21121,620,2017
21121,620,2018
21121,618,2019
21123,744,2015
21123,648,2016
21123,752,2017
21123,749,2018
21123,766,2019
21125,564,2015
21125,622,2016
21125,620,2017
21125,620,2018
21125,642,2019
21127,558,2015
21127,622,2016
21127,620,2017
21127,620,2018
21127,618,2019
21129,558,2015
21129,622,2016
21129,620,2017
21129,620,2018
21129,618,2019
21131,558,2015
21131,723,2016
21131,620,2017
21131,620,2018
21131,618,2019
21133,558,2015
21133,622,2016
21133,646,2017
21133,620,2018
21133,625,2019
21135,558,2015
21135,622,2016
21135,620,2017
21135,620,2018
21135,618,2019
21137,558,2015
21137,622,2016
21137,620,2017
21137,620,2018
21137,618,2019
21139,558,2015
21139,628,2016
21139,620,2017
21139,620,2018
21139,618,2019
21141,558,2015
21141,635,2016
21141,632,2017
21141,630,2018
21141,624,2019
21143,558,2015
21143,622,2016
21143,620,2017
21143,620,2018
21143,618,2019
21145,618,2015
21145,690,2016
21145,675,2017
21145,684,2018
21145,729,2019
21147,558,2015
21147,622,2016
21147,620,2017
21147,620,2018
21147,618,2019
21149,672,2015
21149,663,2016
21149,683,2017
21149,713,2018
21149,746,2019
21151,620,2015
21151,688,2016
21151,686,2017
21151,698,2018
21151,691,2019
21153,558,2015
21153,622,2016
21153,620,2017
21153,620,2018
21153,618,2019
21155,585,2015
21155,646,2016
21155,631,2017
21155,634,2018
21155,630,2019
21157,667,2015
21157,754,2016
21157,681,2017
21157,712,2018
21157,685,2019
21159,558,2015
21159,622,2016
21159,620,2017
21159,620,2018
21159,618,2019
21161,568,2015
21161,659,2016
21161,643,2017
21161,643,2018
21161,628,2019
21163,653,2015
21163,680,2016
21163,713,2017
21163,724,2018
21163,702,2019
21165,558,2015
21165,622,2016
21165,620,2017
21165,620,2018
21165,618,2019
21167,561,2015
21167,626,2016
21167,650,2017
21167,642,2018
21167,649,2019
21169,576,2015
21169,632,2016
21169,620,2017
21169,620,2018
21169,618,2019
21171,558,2015
21171,622,2016
21171,620,2017
21171,620,2018
21171,618,2019
21173,580,2015
21173,679,2016
21173,690,2017
21173,692,2018
21173,698,2019
21175,558,2015
21175,622,2016
21175,620,2017
21175,620,2018
21175,618,2019
21177,558,2015
21177,622,2016
21177,620,2017
21177,620,2018
21177,618,2019
21179,643,2015
21179,692,2016
21179,702,2017
21179,701,2018
21179,698,2019
21181,558,2015
21181,622,2016
21181,620,2017
21181,620,2018
21181,618,2019
21183,558,2015
21183,622,2016
21183,620,2017
21183,620,2018
21183,618,2019
21185,737,2015
21185,817,2016
21185,793,2017
21185,821,2018
21185,853,2019
21187,583,2015
21187,625,2016
21187,643,2017
21187,631,2018
21187,629,2019
21189,558,2015
21189,622,2016
21189,620,2017
21189,620,2018
21189,618,2019
21191,769,2015
21191,787,2016
21191,806,2017
21191,845,2018
21191,884,2019
21193,558,2015
21193,622,2016
21193,620,2017
21193,620,2018
21193,618,2019
21195,702,2015
21195,723,2016
21195,638,2017
21195,674,2018
21195,684,2019
21197,558,2015
21197,622,2016
21197,620,2017
21197,620,2018
21197,618,2019
21199,572,2015
21199,648,2016
21199,628,2017
21199,627,2018
21199,622,2019
21201,623,2015
21201,702,2016
21201,671,2017
21201,672,2018
21201,667,2019
21203,558,2015
21203,622,2016
21203,620,2017
21203,620,2018
21203,618,2019
21205,648,2015
21205,728,2016
21205,733,2017
21205,714,2018
21205,700,2019
21207,558,2015
21207,622,2016
21207,620,2017
21207,620,2018
21207,618,2019
21209,776,2015
21209,796,2016
21209,775,2017
21209,820,2018
21209,883,2019
21211,708,2015
21211,816,2016
21211,733,2017
21211,800,2018
21211,817,2019
21213,593,2015
21213,719,2016
21213,694,2017
21213,699,2018
21213,692,2019
21215,737,2015
21215,817,2016
21215,793,2017
21215,821,2018
21215,853,2019
21217,597,2015
21217,647,2016
21217,620,2017
21217,626,2018
21217,618,2019
21219,558,2015
21219,622,2016
21219,641,2017
21219,639,2018
21219,641,2019
21221,781,2015
21221,797,2016
21221,768,2017
21221,838,2018
21221,867,2019
21223,737,2015
21223,817,2016
21223,793,2017
21223,821,2018
21223,853,2019
21225,558,2015
21225,622,2016
21225,620,2017
21225,620,2018
21225,618,2019
21227,659,2015
21227,725,2016
21227,704,2017
21227,777,2018
21227,781,2019
21229,628,2015
21229,641,2016
21229,642,2017
21229,645,2018
21229,647,2019
21231,558,2015
21231,622,2016
21231,620,2017
21231,620,2018
21231,618,2019
21233,721,2015
21233,622,2016
21233,620,2017
21233,620,2018
21233,618,2019
21235,578,2015
21235,664,2016
21235,642,2017
21235,639,2018
21235,618,2019
21237,565,2015
21237,622,2016
21237,637,2017
21237,620,2018
21237,618,2019
21239,776,2015
21239,796,2016
21239,775,2017
21239,820,2018
21239,883,2019
22001,627,2015
22001,582,2016
22001,604,2017
22001,680,2018
22001,641,2019
22003,627,2015
22003,579,2016
22003,604,2017
22003,680,2018
22003,641,2019
22005,797,2015
22005,842,2016
22005,856,2017
22005,906,2018
22005,981,2019
22007,627,2015
22007,596,2016
22007,622,2017
22007,706,2018
22007,678,2019
22009,627,2015
22009,579,2016
22009,608,2017
22009,699,2018
22009,667,2019
22011,627,2015
22011,579,2016
22011,604,2017
22011,680,2018
22011,641,2019
22013,627,2015
22013,579,2016
22013,604,2017
22013,680,2018
22013,641,2019
22015,842,2015
22015,819,2016
22015,878,2017
22015,820,2018
22015,828,2019
22017,842,2015
22017,819,2016
22017,878,2017
22017,820,2018
22017,828,2019
22019,712,2015
22019,762,2016
22019,786,2017
22019,791,2018
22019,827,2019
22021,627,2015
22021,579,2016
22021,604,2017
22021,680,2018
22021,641,2019
22023,712,2015
22023,762,2016
22023,786,2017
22023,791,2018
22023,827,2019
22025,627,2015
22025,579,2016
22025,604,2017
22025,680,2018
22025,641,2019
22027,627,2015
22027,579,2016
22027,604,2017
22027,680,2018
22027,676,2019
22029,627,2015
22029,579,2016
22029,604,2017
22029,680,2018
22029,641,2019
22031,842,2015
22031,819,2016
22031,878,2017
22031,820,2018
22031,828,2019
22033,797,2015
22033,842,2016
22033,856,2017
22033,906,2018
22033,981,2019
22035,627,2015
22035,579,2016
22035,604,2017
22035,680,2018
22035,641,2019
22037,797,2015
22037,842,2016
22037,856,2017
22037,906,2018
22037,981,2019
22039,627,2015
22039,579,2016
22039,604,2017
22039,680,2018
22039,641,2019
22041,627,2015
22041,579,2016
22041,604,2017
22041,680,2018
22041,641,2019
22043,680,2015
22043,726,2016
22043,800,2017
22043,750,2018
22043,777,2019
22045,713,2015
22045,708,2016
22045,689,2017
22045,759,2018
22045,773,2019
22047,627,2015
22047,635,2016
22047,666,2017
22047,708,2018
22047,759,2019
22049,627,2015
22049,579,2016
22049,604,2017
22049,680,2018
22049,641,2019
22051,950,2015
22051,963,2016
22051,964,2017
22051,996,2018
22051,1008,2019
22053,627,2015
22053,579,2016
22053,604,2017
22053,680,2018
22053,641,2019
22055,754,2015
22055,877,2016
22055,843,2017
22055,865,2018
22055,842,2019
22057,740,2015
22057,857,2016
22057,869,2017
22057,824,2018
22057,848,2019
22059,627,2015
22059,579,2016
22059,604,2017
22059,680,2018
22059,641,2019
22061,742,2015
22061,683,2016
22061,698,2017
22061,783,2018
22061,728,2019
22063,797,2015
22063,842,2016
22063,856,2017
22063,906,2018
22063,981,2019
22065,627,2015
22065,579,2016
22065,604,2017
22065,680,2018
22065,641,2019
22067,627,2015
22067,579,2016
22067,604,2017
22067,680,2018
22067,641,2019
22069,681,2015
22069,651,2016
22069,679,2017
22069,767,2018
22069,725,2019
22071,950,2015
22071,963,2016
22071,964,2017
22071,996,2018
22071,1008,2019
22073,675,2015
22073,737,2016
22073,809,2017
22073,728,2018
22073,741,2019
22075,950,2015
22075,963,2016
22075,964,2017
22075,996,2018
22075,1008,2019
22077,797,2015
22077,842,2016
22077,856,2017
22077,906,2018
22077,981,2019
22079,680,2015
22079,726,2016
22079,800,2017
22079,750,2018
22079,777,2019
22081,651,2015
22081,585,2016
22081,696,2017
22081,760,2018
22081,734,2019
22083,627,2015
22083,579,2016
22083,604,2017
22083,680,2018
22083,641,2019
22085,627,2015
22085,579,2016
22085,604,2017
22085,680,2018
22085,641,2019
22087,950,2015
22087,963,2016
22087,964,2017
22087,996,2018
22087,1008,2019
22089,950,2015
22089,963,2016
22089,964,2017
22089,996,2018
22089,1008,2019
22091,797,2015
22091,842,2016
22091,856,2017
22091,906,2018
22091,981,2019
22093,627,2015
22093,579,2016
22093,604,2017
22093,680,2018
22093,700,2019
22095,950,2015
22095,963,2016
22095,964,2017
22095,996,2018
22095,1008,2019
22097,627,2015
22097,600,2016
22097,604,2017
22097,704,2018
22097,681,2019
22099,754,2015
22099,877,2016
22099,843,2017
22099,865,2018
22099,842,2019
22101,639,2015
22101,638,2016
22101,676,2017
22101,786,2018
22101,743,2019
22103,950,2015
22103,963,2016
22103,964,2017
22103,996,2018
22103,1008,2019
22105,832,2015
22105,783,2016
22105,789,2017
22105,831,2018
22105,842,2019
22107,627,2015
22107,579,2016
22107,604,2017
22107,680,2018
22107,641,2019
22109,740,2015
22109,857,2016
22109,869,2017
22109,824,2018
22109,848,2019
22111,675,2015
22111,737,2016
22111,809,2017
22111,728,2018
22111,741,2019
22113,660,2015
22113,634,2016
22113,646,2017
22113,680,2018
22113,668,2019
22115,882,2015
22115,862,2016
22115,922,2017
22115,1024,2018
22115,992,2019
22117,644,2015
22117,599,2016
22117,606,2017
22117,680,2018
22117,641,2019
22119,627,2015
22119,585,2016
22119,620,2017
22119,680,2018
22119,641,2019
22121,797,2015
22121,842,2016
22121,856,2017
22121,906,2018
22121,981,2019
22123,627,2015
22123,579,2016
22123,604,2017
22123,680,2018
22123,641,2019
22125,797,2015
22125,842,2016
22125,856,2017
22125,906,2018
22125,981,2019
22127,627,2015
22127,579,2016
22127,604,2017
22127,680,2018
22127,641,2019
23001,772,2015
23001,777,2016
23001,832,2017
23001,847,2018
23001,915,2019
23001,772,2015
23001,777,2016
23001,832,2017
23001,847,2018
23001,915,2019
23001,772,2015
23001,777,2016
23001,832,2017
23001,847,2018
23001,915,2019
23001,772,2015
23001,777,2016
23001,832,2017
23001,847,2018
23001,915,2019
23001,772,2015
23001,777,2016
23001,832,2017
23001,847,2018
23001,915,2019
23001,772,2015
23001,777,2016
23001,832,2017
23001,847,2018
23001,915,2019
23001,772,2015
23001,777,2016
23001,832,2017
23001,847,2018
23001,915,2019
23001,772,2015
23001,777,2016
23001,832,2017
23001,847,2018
23001,915,2019
23001,772,2015
23001,777,2016
23001,832,2017
23001,847,2018
23001,915,2019
23001,772,2015
23001,777,2016
23001,832,2017
23001,847,2018
23001,915,2019
23001,772,2015
23001,777,2016
23001,832,2017
23001,847,2018
23001,915,2019
23001,772,2015
23001,777,2016
23001,832,2017
23001,847,2018
23001,915,2019
23001,772,2015
23001,777,2016
23001,832,2017
23001,847,2018
23001,915,2019
23001,772,2015
23001,777,2016
23001,832,2017
23001,847,2018
23001,915,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23003,679,2015
23003,658,2016
23003,681,2017
23003,697,2018
23003,742,2019
23005,932,2015
23005,962,2016
23005,910,2017
23005,983,2018
23005,1069,2019
23005,932,2015
23005,962,2016
23005,910,2017
23005,983,2018
23005,1069,2019
23005,932,2015
23005,962,2016
23005,910,2017
23005,983,2018
23005,1069,2019
23005,1074,2015
23005,1109,2016
23005,1301,2017
23005,1348,2018
23005,1387,2019
23005,1074,2015
23005,1109,2016
23005,1301,2017
23005,1348,2018
23005,1387,2019
23005,1074,2015
23005,1109,2016
23005,1301,2017
23005,1348,2018
23005,1387,2019
23005,1074,2015
23005,1109,2016
23005,1301,2017
23005,1348,2018
23005,1387,2019
23005,1074,2015
23005,1109,2016
23005,1301,2017
23005,1348,2018
23005,1387,2019
23005,1074,2015
23005,1109,2016
23005,1301,2017
23005,1348,2018
23005,1387,2019
23005,1074,2015
23005,1109,2016
23005,1301,2017
23005,1348,2018
23005,1387,2019
23005,1074,2015
23005,1109,2016
23005,1301,2017
23005,1348,2018
23005,1387,2019
23005,1074,2015
23005,1109,2016
23005,1301,2017
23005,1348,2018
23005,1387,2019
23005,932,2015
23005,962,2016
23005,910,2017
23005,983,2018
23005,1069,2019
23005,932,2015
23005,962,2016
23005,910,2017
23005,983,2018
23005,1069,2019
23005,1074,2015
23005,1109,2016
23005,1301,2017
23005,1348,2018
23005,1387,2019
23005,932,2015
23005,962,2016
23005,910,2017
23005,983,2018
23005,1069,2019
23005,932,2015
23005,962,2016
23005,910,2017
23005,983,2018
23005,1069,2019
23005,1074,2015
23005,1109,2016
23005,1301,2017
23005,1348,2018
23005,1387,2019
23005,1074,2015
23005,1109,2016
23005,1301,2017
23005,1348,2018
23005,1387,2019
23005,932,2015
23005,962,2016
23005,910,2017
23005,983,2018
23005,1069,2019
23005,1074,2015
23005,1109,2016
23005,1301,2017
23005,1348,2018
23005,1387,2019
23005,1074,2015
23005,1109,2016
23005,1301,2017
23005,1348,2018
23005,1387,2019
23005,932,2015
23005,962,2016
23005,910,2017
23005,983,2018
23005,1069,2019
23005,1074,2015
23005,1109,2016
23005,1301,2017
23005,1348,2018
23005,1387,2019
23005,1074,2015
23005,1109,2016
23005,1301,2017
23005,1348,2018
23005,1387,2019
23005,1074,2015
23005,1109,2016
23005,1301,2017
23005,1348,2018
23005,1387,2019
23005,1074,2015
23005,1109,2016
23005,1301,2017
23005,1348,2018
23005,1387,2019
23005,1074,2015
23005,1109,2016
23005,1301,2017
23005,1348,2018
23005,1387,2019
23007,709,2015
23007,671,2016
23007,687,2017
23007,697,2018
23007,744,2019
23007,709,2015
23007,671,2016
23007,687,2017
23007,697,2018
23007,744,2019
23007,709,2015
23007,671,2016
23007,687,2017
23007,697,2018
23007,744,2019
23007,709,2015
23007,671,2016
23007,687,2017
23007,697,2018
23007,744,2019
23007,709,2015
23007,671,2016
23007,687,2017
23007,697,2018
23007,744,2019
23007,709,2015
23007,671,2016
23007,687,2017
23007,697,2018
23007,744,2019
23007,709,2015
23007,671,2016
23007,687,2017
23007,697,2018
23007,744,2019
23007,709,2015
23007,671,2016
23007,687,2017
23007,697,2018
23007,744,2019
23007,709,2015
23007,671,2016
23007,687,2017
23007,697,2018
23007,744,2019
23007,709,2015
23007,671,2016
23007,687,2017
23007,697,2018
23007,744,2019
23007,709,2015
23007,671,2016
23007,687,2017
23007,697,2018
23007,744,2019
23007,709,2015
23007,671,2016
23007,687,2017
23007,697,2018
23007,744,2019
23007,709,2015
23007,671,2016
23007,687,2017
23007,697,2018
23007,709,2015
23007,671,2016
23007,687,2017
23007,697,2018
23007,744,2019
23007,709,2015
23007,671,2016
23007,687,2017
23007,697,2018
23007,744,2019
23007,709,2015
23007,671,2016
23007,687,2017
23007,697,2018
23007,744,2019
23007,709,2015
23007,671,2016
23007,687,2017
23007,697,2018
23007,744,2019
23007,709,2015
23007,671,2016
23007,687,2017
23007,697,2018
23007,744,2019
23007,709,2015
23007,671,2016
23007,687,2017
23007,697,2018
23007,744,2019
23007,709,2015
23007,671,2016
23007,687,2017
23007,697,2018
23007,744,2019
23007,709,2015
23007,671,2016
23007,687,2017
23007,697,2018
23007,744,2019
